"reference_id","registration_number","doctor_name","normalized_name","state_medical_council","registration_year","registration_date","qualification","specialization","registration_status","source_type","source_reference","source_year"
"REF-WB-004754","SYN-WB-MED-004754","Nishant Anand","NISHANT ANAND","West Bengal Medical Council","2015","2015-08-22","MBBS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004755","SYN-KA-MED-004755","Ganesh Bhat","GANESH BHAT","Karnataka Medical Council","2021","2021-04-20","MBBS, MS","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004756","SYN-MH-MED-004756","Arvind Deshpande","ARVIND DESHPANDE","Maharashtra Medical Council","2017","2017-08-08","MBBS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004757","SYN-TN-MED-004757","Priya Subramanian","PRIYA SUBRAMANIAN","Tamil Nadu Medical Council","2006","2006-12-17","MBBS, MS","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-004758","SYN-KER-MED-004758","Ganesh Philip","GANESH PHILIP","Kerala Medical Council","1999","1999-05-04","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-004759","SYN-HR-MED-004759","Geeta Chandra","GEETA CHANDRA","Haryana Medical Council","2004","2004-12-22","MBBS","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004760","SYN-TN-MED-004760","Hari Natarajan","HARI NATARAJAN","Tamil Nadu Medical Council","2016","2016-06-17","MBBS, MD","Pediatrics","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004761","SYN-TN-MED-004761","Hari Raj","HARI RAJ","Tamil Nadu Medical Council","2005","2005-04-22","MBBS, MD","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-OD-004762","SYN-OD-MED-004762","Vasantha Jain","VASANTHA JAIN","Odisha Medical Council","2004","2004-10-07","MBBS, MD, DM","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-004763","SYN-GJ-MED-004763","Ganesh Nair","GANESH NAIR","Gujarat Medical Council","2005","2005-05-01","MBBS, MD, DNB","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004764","SYN-TN-MED-004764","Sonal Devarajan","SONAL DEVARAJAN","Tamil Nadu Medical Council","2014","2014-01-05","MBBS, MS, DNB","Nephrology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004765","SYN-MH-MED-004765","Dinesh Bhosale","DINESH BHOSALE","Maharashtra Medical Council","2007","2007-04-15","MBBS, MS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004766","SYN-UP-MED-004766","Meenakshi Prasad","MEENAKSHI PRASAD","Uttar Pradesh Medical Council","2007","2007-11-21","MBBS, MD","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JH-004767","SYN-JH-MED-004767","Meena Mishra","MEENA MISHRA","Jharkhand Medical Council","2002","2002-05-25","MBBS, MD, DM","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004768","SYN-KA-MED-004768","Yashodha Bhat","YASHODHA BHAT","Karnataka Medical Council","2022","2022-11-14","MBBS, MS","Diabetology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MZ-004769","SYN-MZ-MED-004769","Sunita Anand","SUNITA ANAND","Mizoram Medical Council","2019","2019-10-06","MBBS, DNB","Neurosurgery","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004770","SYN-KA-MED-004770","Rohini Reddy","ROHINI REDDY","Karnataka Medical Council","1987","1987-12-02","MBBS, MS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-004771","SYN-GJ-MED-004771","Aditya Jain","ADITYA JAIN","Gujarat Medical Council","1986","1986-10-10","MBBS, MS","Cardiology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-004772","SYN-HR-MED-004772","Rekha Patel","REKHA PATEL","Haryana Medical Council","2003","2003-07-04","MBBS, DNB","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004773","SYN-KA-MED-004773","Asha Murthy","ASHA MURTHY","Karnataka Medical Council","1985","1985-05-04","MBBS, MD, DNB","General Medicine","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004774","SYN-KA-MED-004774","Rohit Bhat","ROHIT BHAT","Karnataka Medical Council","2012","2012-07-16","MBBS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004775","SYN-MH-MED-004775","Rajesh Kulkarni","RAJESH KULKARNI","Maharashtra Medical Council","2012","2012-03-25","MBBS, MD","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004776","SYN-TN-MED-004776","Rahul Raj","RAHUL RAJ","Tamil Nadu Medical Council","2011","2011-08-03","MBBS","General Medicine","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-004777","SYN-TG-MED-004777","Ananya Dey","ANANYA DEY","Telangana State Medical Council","2014","2014-01-08","MBBS, MD","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-004778","SYN-WB-MED-004778","Ashok Gupta","ASHOK GUPTA","West Bengal Medical Council","2003","2003-04-26","MBBS, MD, DM","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004779","SYN-TN-MED-004779","Rohit Annamalai","ROHIT ANNAMALAI","Tamil Nadu Medical Council","2012","2012-09-19","MBBS, MS, DNB","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004780","SYN-TN-MED-004780","Priya Rajan","PRIYA RAJAN","Tamil Nadu Medical Council","1998","1998-11-25","MBBS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004781","SYN-TN-MED-004781","Gopal Sekar","GOPAL SEKAR","Tamil Nadu Medical Council","2013","2013-10-20","MBBS, MS, MCh","Oncology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004782","SYN-UP-MED-004782","Geetha Sharma","GEETHA SHARMA","Uttar Pradesh Medical Council","2001","2001-07-27","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-004783","SYN-WB-MED-004783","Ram Anand","RAM ANAND","West Bengal Medical Council","1992","1992-02-22","MBBS, MD","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-004784","SYN-WB-MED-004784","Rajani Gupta","RAJANI GUPTA","West Bengal Medical Council","2000","2000-03-08","MBBS","Dermatology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-004785","SYN-TG-MED-004785","Mythili Chandra","MYTHILI CHANDRA","Telangana State Medical Council","2008","2008-02-17","MBBS, MD, DM","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-004786","SYN-GJ-MED-004786","Jayalakshmi Kumar","JAYALAKSHMI KUMAR","Gujarat Medical Council","2015","2015-01-01","MBBS, MD","Obstetrics and Gynecology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004787","SYN-TN-MED-004787","Suresh Ramaswamy","SURESH RAMASWAMY","Tamil Nadu Medical Council","1997","1997-12-27","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004788","SYN-TN-MED-004788","Akanksha Balakrishnan","AKANKSHA BALAKRISHNAN","Tamil Nadu Medical Council","1986","1986-12-11","MBBS, MD","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004789","SYN-KA-MED-004789","Sushma Nayak","SUSHMA NAYAK","Karnataka Medical Council","1994","1994-04-04","MBBS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-004790","SYN-WB-MED-004790","Lavanya Kumar","LAVANYA KUMAR","West Bengal Medical Council","1992","1992-10-27","MBBS, MD, DNB","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004791","SYN-UP-MED-004791","Anand Chandra","ANAND CHANDRA","Uttar Pradesh Medical Council","1985","1985-08-04","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004792","SYN-MH-MED-004792","Nikhil Deshmukh","NIKHIL DESHMUKH","Maharashtra Medical Council","1987","1987-06-28","MBBS","Cardiology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004793","SYN-UP-MED-004793","Rohit Jain","ROHIT JAIN","Uttar Pradesh Medical Council","1995","1995-11-28","MBBS, MS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JK-004794","SYN-JK-MED-004794","Praveen Prasad","PRAVEEN PRASAD","Jammu and Kashmir Medical Council","1997","1997-09-09","MBBS, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GA-004795","SYN-GA-MED-004795","Jagadish Singh","JAGADISH SINGH","Goa Medical Council","2011","2011-02-22","MBBS, MD","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004796","SYN-KA-MED-004796","Kavitha Rao","KAVITHA RAO","Karnataka Medical Council","2002","2002-12-05","MBBS, MS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HP-004797","SYN-HP-MED-004797","Rakesh Mishra","RAKESH MISHRA","Himachal Pradesh Medical Council","2005","2005-04-15","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004798","SYN-MH-MED-004798","Kumar Naik","KUMAR NAIK","Maharashtra Medical Council","2018","2018-03-24","MBBS, DNB","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004799","SYN-UP-MED-004799","Hari Jain","HARI JAIN","Uttar Pradesh Medical Council","2022","2022-11-10","MBBS, MS, DNB","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-004800","SYN-DL-MED-004800","Kiran Kumar","KIRAN KUMAR","Delhi Medical Council","2007","2007-09-12","MBBS, MS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004801","SYN-MH-MED-004801","Mythili Joshi","MYTHILI JOSHI","Maharashtra Medical Council","2006","2006-11-06","MBBS, MS","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PB-004802","SYN-PB-MED-004802","Zarina Babu","ZARINA BABU","Punjab Medical Council","2005","2005-01-28","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004803","SYN-TN-MED-004803","Geeta Sekar","GEETA SEKAR","Tamil Nadu Medical Council","1998","1998-06-09","MBBS, MD, DM","Psychiatry","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-004804","SYN-TG-MED-004804","Shekhar Patel","SHEKHAR PATEL","Telangana State Medical Council","2002","2002-12-23","MBBS, MS","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-004805","SYN-KER-MED-004805","Ram Namboothiri","RAM NAMBOOTHIRI","Kerala Medical Council","2021","2021-07-09","MBBS, MD, DM","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004806","SYN-TN-MED-004806","Vinod Balakrishnan","VINOD BALAKRISHNAN","Tamil Nadu Medical Council","1988","1988-01-14","MBBS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004807","SYN-MH-MED-004807","Anjali Kulkarni","ANJALI KULKARNI","Maharashtra Medical Council","2009","2009-05-18","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004808","SYN-TN-MED-004808","Saritha Natarajan","SARITHA NATARAJAN","Tamil Nadu Medical Council","1998","1998-08-15","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004809","SYN-TN-MED-004809","Madhavi Balakrishnan","MADHAVI BALAKRISHNAN","Tamil Nadu Medical Council","2009","2009-01-19","MBBS","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-004810","SYN-KER-MED-004810","Sonal Namboothiri","SONAL NAMBOOTHIRI","Kerala Medical Council","1986","1986-08-06","MBBS, MS, MCh","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004811","SYN-MH-MED-004811","Shekhar Salvi","SHEKHAR SALVI","Maharashtra Medical Council","1997","1997-10-14","MBBS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004812","SYN-MH-MED-004812","Shobha Rane","SHOBHA RANE","Maharashtra Medical Council","1999","1999-03-27","MBBS, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-OD-004813","SYN-OD-MED-004813","Vivek Nair","VIVEK NAIR","Odisha Medical Council","1994","1994-07-05","MBBS, MD","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-004814","SYN-KER-MED-004814","Ramesh Kurup","RAMESH KURUP","Kerala Medical Council","1992","1992-11-13","MBBS, MD, DM","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-004815","SYN-TG-MED-004815","Balaji Mehta","BALAJI MEHTA","Telangana State Medical Council","2022","2022-05-08","MBBS, DNB","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004816","SYN-TN-MED-004816","Archana Ramaswamy","ARCHANA RAMASWAMY","Tamil Nadu Medical Council","2002","2002-03-15","MBBS, MS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004817","SYN-MH-MED-004817","Zarina Joshi","ZARINA JOSHI","Maharashtra Medical Council","2012","2012-02-26","MBBS, MS, MCh","Anesthesiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004818","SYN-MH-MED-004818","Divya Naik","DIVYA NAIK","Maharashtra Medical Council","2001","2001-06-26","MBBS, MD","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004819","SYN-TN-MED-004819","Shekhar Natarajan","SHEKHAR NATARAJAN","Tamil Nadu Medical Council","2014","2014-12-17","MBBS, MS, MCh","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-004820","SYN-GJ-MED-004820","Naresh Singh","NARESH SINGH","Gujarat Medical Council","2016","2016-12-28","MBBS, MD","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PB-004821","SYN-PB-MED-004821","Vivek Singh","VIVEK SINGH","Punjab Medical Council","2018","2018-04-05","MBBS, MS, MCh","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-004822","SYN-GJ-MED-004822","Anand Patel","ANAND PATEL","Gujarat Medical Council","1998","1998-10-07","MBBS, MD","Rheumatology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-004823","SYN-AP-MED-004823","Akanksha Chandra","AKANKSHA CHANDRA","Andhra Pradesh Medical Council","1991","1991-08-14","MBBS, MD, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-004824","SYN-WB-MED-004824","Rajani Jain","RAJANI JAIN","West Bengal Medical Council","1987","1987-05-24","MBBS, MD, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-004825","SYN-DL-MED-004825","Gopal Verma","GOPAL VERMA","Delhi Medical Council","1995","1995-09-13","MBBS, MD","Cardiology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004826","SYN-KA-MED-004826","Akash Patil","AKASH PATIL","Karnataka Medical Council","1985","1985-03-23","MBBS, MS, MCh","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-004827","SYN-HR-MED-004827","Jyothi Patel","JYOTHI PATEL","Haryana Medical Council","1987","1987-08-25","MBBS, DNB","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004828","SYN-MH-MED-004828","Indira More","INDIRA MORE","Maharashtra Medical Council","1995","1995-09-23","MBBS, MD, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-004829","SYN-WB-MED-004829","Vasantha Das","VASANTHA DAS","West Bengal Medical Council","2016","2016-08-26","MBBS, MD","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-004830","SYN-MP-MED-004830","Sachin Jain","SACHIN JAIN","Madhya Pradesh Medical Council","1998","1998-04-27","MBBS, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004831","SYN-MH-MED-004831","Rekha Kulkarni","REKHA KULKARNI","Maharashtra Medical Council","2013","2013-09-07","MBBS, DNB","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004832","SYN-KA-MED-004832","Shilpa Patil","SHILPA PATIL","Karnataka Medical Council","1992","1992-01-01","MBBS","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-OD-004833","SYN-OD-MED-004833","Priya Patel","PRIYA PATEL","Odisha Medical Council","1989","1989-05-07","MBBS, MS, MCh","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004834","SYN-UP-MED-004834","Nandita Anand","NANDITA ANAND","Uttar Pradesh Medical Council","2009","2009-10-22","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004835","SYN-TN-MED-004835","Amruta Krishnamurthy","AMRUTA KRISHNAMURTHY","Tamil Nadu Medical Council","2008","2008-06-16","MBBS, MD","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004836","SYN-TN-MED-004836","Aarav Raj","AARAV RAJ","Tamil Nadu Medical Council","2021","2021-09-07","MBBS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-004837","SYN-MP-MED-004837","Manasa Nair","MANASA NAIR","Madhya Pradesh Medical Council","2008","2008-01-16","MBBS, DNB","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004838","SYN-TN-MED-004838","Sonal Venkatesan","SONAL VENKATESAN","Tamil Nadu Medical Council","1991","1991-03-20","MBBS, MS","Pediatrics","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004839","SYN-UP-MED-004839","Rakesh Kumar","RAKESH KUMAR","Uttar Pradesh Medical Council","2004","2004-09-11","MBBS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004840","SYN-TN-MED-004840","Suresh Natarajan","SURESH NATARAJAN","Tamil Nadu Medical Council","2023","2023-11-27","MBBS, MS, MCh","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-CH-004841","SYN-CH-MED-004841","Suresh Varma","SURESH VARMA","Chandigarh Medical Council","1986","1986-01-20","MBBS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GA-004842","SYN-GA-MED-004842","Deepa Babu","DEEPA BABU","Goa Medical Council","1990","1990-03-25","MBBS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004843","SYN-MH-MED-004843","Rakesh More","RAKESH MORE","Maharashtra Medical Council","1996","1996-04-20","MBBS, MS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004844","SYN-TN-MED-004844","Suresh Rajan","SURESH RAJAN","Tamil Nadu Medical Council","1993","1993-04-07","MBBS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-004845","SYN-MH-MED-004845","Vimala Bhosale","VIMALA BHOSALE","Maharashtra Medical Council","2018","2018-12-15","MBBS, MD, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-004846","SYN-DL-MED-004846","Yogesh Pandey","YOGESH PANDEY","Delhi Medical Council","1986","1986-04-06","MBBS, MD","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-004847","SYN-AP-MED-004847","Balaji Das","BALAJI DAS","Andhra Pradesh Medical Council","1985","1985-10-10","MBBS, MD, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-004848","SYN-TN-MED-004848","Manoj Ramaswamy","MANOJ RAMASWAMY","Tamil Nadu Medical Council","1992","1992-04-01","MBBS","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-004849","SYN-KER-MED-004849","Vinod Mathew","VINOD MATHEW","Kerala Medical Council","2007","2007-09-23","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-004850","SYN-UP-MED-004850","Ashwini Mishra","ASHWINI MISHRA","Uttar Pradesh Medical Council","1985","1985-10-11","MBBS, MS","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-004851","SYN-TG-MED-004851","Arvind Gupta","ARVIND GUPTA","Telangana State Medical Council","2013","2013-03-08","MBBS, MD","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-004852","SYN-KER-MED-004852","Sudhir Mohan","SUDHIR MOHAN","Kerala Medical Council","2013","2013-03-17","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-004853","SYN-MP-MED-004853","Vimala Singh","VIMALA SINGH","Madhya Pradesh Medical Council","2003","2003-12-05","MBBS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-004854","SYN-HR-MED-004854","Rajesh Mishra","RAJESH MISHRA","Haryana Medical Council","1987","1987-11-23","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004855","SYN-KA-MED-004855","Amita Raju","AMITA RAJU","Karnataka Medical Council","2009","2009-05-22","MBBS, MD","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-004856","SYN-AP-MED-004856","Naveen Nair","NAVEEN NAIR","Andhra Pradesh Medical Council","2003","2003-02-14","MBBS, MD, DM","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-ML-004857","SYN-ML-MED-004857","Srikanth Dey","SRIKANTH DEY","Meghalaya Medical Council","2001","2001-01-15","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-004858","SYN-KA-MED-004858","Sushma Murthy","SUSHMA MURTHY","Karnataka Medical Council","2011","2011-10-17","MBBS, DNB","Diabetology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MN-004859","SYN-MN-MED-004859","Shiv Varma","SHIV VARMA","Manipur Medical Council","2005","2005-08-09","MBBS, DNB","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
